Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,0.77
2010,UNIDAD_MEDIDA.PT,ES53,0.64
2011,UNIDAD_MEDIDA.PT,ES,1.17
2011,UNIDAD_MEDIDA.PT,ES53,0.20
2012,UNIDAD_MEDIDA.PT,ES,0.18
2012,UNIDAD_MEDIDA.PT,ES53,0.65
2013,UNIDAD_MEDIDA.PT,ES,0.91
2013,UNIDAD_MEDIDA.PT,ES53,1.14
2014,UNIDAD_MEDIDA.PT,ES,0.82
2014,UNIDAD_MEDIDA.PT,ES53,0.70
2015,UNIDAD_MEDIDA.PT,ES,0.61
2015,UNIDAD_MEDIDA.PT,ES53,0.63
2016,UNIDAD_MEDIDA.PT,ES,0.82
2016,UNIDAD_MEDIDA.PT,ES53,0.58
2017,UNIDAD_MEDIDA.PT,ES,0.81
2017,UNIDAD_MEDIDA.PT,ES53,0.27
2018,UNIDAD_MEDIDA.PT,ES,0.73
2018,UNIDAD_MEDIDA.PT,ES53,0.41
2019,UNIDAD_MEDIDA.PT,ES,0.34
2019,UNIDAD_MEDIDA.PT,ES53,1.24
2020,UNIDAD_MEDIDA.PT,ES,0.34
2020,UNIDAD_MEDIDA.PT,ES53,0.37
2021,UNIDAD_MEDIDA.PT,ES,-0.03
2021,UNIDAD_MEDIDA.PT,ES53,-0.01
2022,UNIDAD_MEDIDA.PT,ES,-0.37
