Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000,ES,0.19
2010,UNIDAD_MEDIDA.PER_1000,ES53,0.27
2011,UNIDAD_MEDIDA.PER_1000,ES,0.18
2011,UNIDAD_MEDIDA.PER_1000,ES53,0.24
2012,UNIDAD_MEDIDA.PER_1000,ES,0.18
2012,UNIDAD_MEDIDA.PER_1000,ES53,0.26
2013,UNIDAD_MEDIDA.PER_1000,ES,0.16
2013,UNIDAD_MEDIDA.PER_1000,ES53,0.25
2014,UNIDAD_MEDIDA.PER_1000,ES,0.17
2014,UNIDAD_MEDIDA.PER_1000,ES53,0.22
2015,UNIDAD_MEDIDA.PER_1000,ES,0.16
2015,UNIDAD_MEDIDA.PER_1000,ES53,0.22
2016,UNIDAD_MEDIDA.PER_1000,ES,0.16
2016,UNIDAD_MEDIDA.PER_1000,ES53,0.24
2017,UNIDAD_MEDIDA.PER_1000,ES,0.16
2017,UNIDAD_MEDIDA.PER_1000,ES53,0.27
2018,UNIDAD_MEDIDA.PER_1000,ES,0.15
2018,UNIDAD_MEDIDA.PER_1000,ES53,0.18
2019,UNIDAD_MEDIDA.PER_1000,ES,0.12
2019,UNIDAD_MEDIDA.PER_1000,ES53,0.16
