Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,62.94
2015,UNIDAD_MEDIDA.PT,ES53,55.05
2016,UNIDAD_MEDIDA.PT,ES,64.30
2016,UNIDAD_MEDIDA.PT,ES53,47.94
2017,UNIDAD_MEDIDA.PT,ES,65.16
2017,UNIDAD_MEDIDA.PT,ES53,56.01
2018,UNIDAD_MEDIDA.PT,ES,65.60
2018,UNIDAD_MEDIDA.PT,ES53,59.78
2019,UNIDAD_MEDIDA.PT,ES,67.65
2019,UNIDAD_MEDIDA.PT,ES53,51.85
2020,UNIDAD_MEDIDA.PT,ES,69.68
2020,UNIDAD_MEDIDA.PT,ES53,50.92
2021,UNIDAD_MEDIDA.PT,ES,74.14
2021,UNIDAD_MEDIDA.PT,ES53,77.49
2022,UNIDAD_MEDIDA.PT,ES,75.38
2022,UNIDAD_MEDIDA.PT,ES53,64.70
