Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,56.89
2014,UNIDAD_MEDIDA.PT,ES53,18.37
2015,UNIDAD_MEDIDA.PT,ES,56.77
2015,UNIDAD_MEDIDA.PT,ES53,14.65
2016,UNIDAD_MEDIDA.PT,ES,54.12
2016,UNIDAD_MEDIDA.PT,ES53,17.02
2017,UNIDAD_MEDIDA.PT,ES,51.16
2017,UNIDAD_MEDIDA.PT,ES53,20.64
2018,UNIDAD_MEDIDA.PT,ES,53.39
2018,UNIDAD_MEDIDA.PT,ES53,20.29
2019,UNIDAD_MEDIDA.PT,ES,51.05
2019,UNIDAD_MEDIDA.PT,ES53,20.98
2020,UNIDAD_MEDIDA.PT,ES,50.74
2020,UNIDAD_MEDIDA.PT,ES53,20.12
2021,UNIDAD_MEDIDA.PT,ES,46.89
2021,UNIDAD_MEDIDA.PT,ES53,11.04
