Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KT,ES,233.45
2010,UNIDAD_MEDIDA.KT,ES53,1.11
2011,UNIDAD_MEDIDA.KT,ES,223.66
2011,UNIDAD_MEDIDA.KT,ES53,1.18
2012,UNIDAD_MEDIDA.KT,ES,221.62
2012,UNIDAD_MEDIDA.KT,ES53,1.16
2013,UNIDAD_MEDIDA.KT,ES,226.64
2013,UNIDAD_MEDIDA.KT,ES53,1.10
2014,UNIDAD_MEDIDA.KT,ES,244.01
2014,UNIDAD_MEDIDA.KT,ES53,1.18
2015,UNIDAD_MEDIDA.KT,ES,241.70
2015,UNIDAD_MEDIDA.KT,ES53,1.01
2016,UNIDAD_MEDIDA.KT,ES,239.08
2016,UNIDAD_MEDIDA.KT,ES53,0.99
2017,UNIDAD_MEDIDA.KT,ES,249.86
2017,UNIDAD_MEDIDA.KT,ES53,1.11
2018,UNIDAD_MEDIDA.KT,ES,239.60
2018,UNIDAD_MEDIDA.KT,ES53,1.03
2019,UNIDAD_MEDIDA.KT,ES,232.14
2019,UNIDAD_MEDIDA.KT,ES53,1.02
2020,UNIDAD_MEDIDA.KT,ES,239.96
2020,UNIDAD_MEDIDA.KT,ES53,1.02
2021,UNIDAD_MEDIDA.KT,ES,229.02
2021,UNIDAD_MEDIDA.KT,ES53,0.93
2022,UNIDAD_MEDIDA.KT,ES,222.68
2022,UNIDAD_MEDIDA.KT,ES53,0.92
