Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,0.13
2010,UNIDAD_MEDIDA.PER_100_POP,ES53,0.00
2011,UNIDAD_MEDIDA.PER_100_POP,ES,0.38
2011,UNIDAD_MEDIDA.PER_100_POP,ES53,0.00
2012,UNIDAD_MEDIDA.PER_100_POP,ES,0.72
2012,UNIDAD_MEDIDA.PER_100_POP,ES53,0.01
2013,UNIDAD_MEDIDA.PER_100_POP,ES,1.34
2013,UNIDAD_MEDIDA.PER_100_POP,ES53,0.20
2014,UNIDAD_MEDIDA.PER_100_POP,ES,3.42
2014,UNIDAD_MEDIDA.PER_100_POP,ES53,1.56
2015,UNIDAD_MEDIDA.PER_100_POP,ES,6.81
2015,UNIDAD_MEDIDA.PER_100_POP,ES53,5.20
2016,UNIDAD_MEDIDA.PER_100_POP,ES,10.65
2016,UNIDAD_MEDIDA.PER_100_POP,ES53,12.04
2017,UNIDAD_MEDIDA.PER_100_POP,ES,14.43
2017,UNIDAD_MEDIDA.PER_100_POP,ES53,17.34
2018,UNIDAD_MEDIDA.PER_100_POP,ES,18.73
2018,UNIDAD_MEDIDA.PER_100_POP,ES53,22.30
2019,UNIDAD_MEDIDA.PER_100_POP,ES,22.21
2019,UNIDAD_MEDIDA.PER_100_POP,ES53,24.76
2020,UNIDAD_MEDIDA.PER_100_POP,ES,25.04
2020,UNIDAD_MEDIDA.PER_100_POP,ES53,27.00
2021,UNIDAD_MEDIDA.PER_100_POP,ES,27.79
2021,UNIDAD_MEDIDA.PER_100_POP,ES53,29.10
2022,UNIDAD_MEDIDA.PER_100_POP,ES,29.94
2022,UNIDAD_MEDIDA.PER_100_POP,ES53,31.34
