Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,18.1
2010,UNIDAD_MEDIDA.PER_100_POP,ES53,20.50
2011,UNIDAD_MEDIDA.PER_100_POP,ES,18.68
2011,UNIDAD_MEDIDA.PER_100_POP,ES53,20.22
2012,UNIDAD_MEDIDA.PER_100_POP,ES,19.01
2012,UNIDAD_MEDIDA.PER_100_POP,ES53,20.78
2013,UNIDAD_MEDIDA.PER_100_POP,ES,19.98
2013,UNIDAD_MEDIDA.PER_100_POP,ES53,22.24
2014,UNIDAD_MEDIDA.PER_100_POP,ES,19.36
2014,UNIDAD_MEDIDA.PER_100_POP,ES53,22.82
2015,UNIDAD_MEDIDA.PER_100_POP,ES,16.53
2015,UNIDAD_MEDIDA.PER_100_POP,ES53,20.12
2016,UNIDAD_MEDIDA.PER_100_POP,ES,13.62
2016,UNIDAD_MEDIDA.PER_100_POP,ES53,14.60
2017,UNIDAD_MEDIDA.PER_100_POP,ES,10.87
2017,UNIDAD_MEDIDA.PER_100_POP,ES53,11.42
2018,UNIDAD_MEDIDA.PER_100_POP,ES,8.03
2018,UNIDAD_MEDIDA.PER_100_POP,ES53,8.46
2019,UNIDAD_MEDIDA.PER_100_POP,ES,5.52
2019,UNIDAD_MEDIDA.PER_100_POP,ES53,6.20
2020,UNIDAD_MEDIDA.PER_100_POP,ES,3.86
2020,UNIDAD_MEDIDA.PER_100_POP,ES53,4.20
2021,UNIDAD_MEDIDA.PER_100_POP,ES,2.67
2021,UNIDAD_MEDIDA.PER_100_POP,ES53,2.90
2022,UNIDAD_MEDIDA.PER_100_POP,ES,1.78
2022,UNIDAD_MEDIDA.PER_100_POP,ES53,2.04
