Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,44.33
2011,UNIDAD_MEDIDA.PT,ES53,44.60
2012,UNIDAD_MEDIDA.PT,ES,39.8
2012,UNIDAD_MEDIDA.PT,ES53,34.29
2013,UNIDAD_MEDIDA.PT,ES,35.04
2013,UNIDAD_MEDIDA.PT,ES53,29.65
2014,UNIDAD_MEDIDA.PT,ES,34.03
2014,UNIDAD_MEDIDA.PT,ES53,28.14
2015,UNIDAD_MEDIDA.PT,ES,39.77
2015,UNIDAD_MEDIDA.PT,ES53,37.86
2016,UNIDAD_MEDIDA.PT,ES,38.37
2016,UNIDAD_MEDIDA.PT,ES53,30.37
2017,UNIDAD_MEDIDA.PT,ES,43.2
2017,UNIDAD_MEDIDA.PT,ES53,43.58
2018,UNIDAD_MEDIDA.PT,ES,40.95
2018,UNIDAD_MEDIDA.PT,ES53,30.71
2019,UNIDAD_MEDIDA.PT,ES,44.46
2019,UNIDAD_MEDIDA.PT,ES53,44.50
2020,UNIDAD_MEDIDA.PT,ES,48.68
2020,UNIDAD_MEDIDA.PT,ES53,49.15
2021,UNIDAD_MEDIDA.PT,ES,46.67
2021,UNIDAD_MEDIDA.PT,ES53,47.98
2022,UNIDAD_MEDIDA.PT,ES,47.9
2022,UNIDAD_MEDIDA.PT,ES53,38.00
